,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,year,cast,crew,keywords,movieId,imdbId,tmdbId,score
19673,19673,19673,19673,False,,0,"Documentary,Horror",http://www.fridaythe13thfilms.com,15004,tt1282052,English,His Name Was Jason: 30 Years of Friday the 13th,"A retrospective documentary about the groundbreaking horror series, Friday the 13th, featuring interviews with cast and crew from the twelve films spanning 3 decades.",6.353353,http://img.omdbapi.com/?i=tt1282052&h=600&apikey=f3f2af9c,Paramount_Pictures,United_States_of_America,2009-02-03,0.0,90.0,"English,Français",Released,,His Name Was Jason: 30 Years of Friday the 13th,False,7.0,25.0,2009,"Herself-Diane Almeida,Himself-Erich Anderson,Herself-Judie Aronson,Herself-Diana Barrows,Himself-Steven Barton,Herself-Rachel Belofsky,Himself-Peter Bracke,Himself-Richard Brooker,Himself-John Carl Buechler,Himself-Chuck Campbell,Herself-Gloria Charles,Himself-Stuart Charno,Himself-Barney Cohen,Himself-Mike Cucinotta,Himself-Sean S. Cunningham,Himself-Douglas Curtis,Herself-Jensen Daggett,Himself-Steve Dash,Herself-Darcy DeMoss,Himself-Bob DeSimone,Scream Queen-Elissa Dowling,Himself-John Furey,Himself-Warrington Gillette,Himself-C.J. Graham,Himself-Adam Green,Himself-Seth Green,Himself-Kane Hodder,Himself-David Kagen,Herself-Elizabeth Kaitan,Herself-Adrienne King,Himself-Ken Kirzinger,Himself-Paul Kratka,Himself-Ari Lehman,Himself-Harry Manfredini,Himself-Tom McLoughlin,Himself-Derek Mears,Himself-Lawrence Monoson,Herself-Camilla More,Herself-Carey More,Himself-Gregory Nicotero,Herself-Betsy Palmer,Herself-Lar Park Lincoln,Herself-Catherine Parks,Himself-Bill Randolph,Himself-Peter Mark Richman,Herself-Amanda Righetti,Himself-Shavar Ross,Himself-Tom Savini,Himself-John Shepherd,Himself-Kevin Spirtas,Herself-Amy Steel,Himself-Danny Steinmann,Herself-Lauren-Marie Taylor,Himself-Anthony Timpone,Himself-Russell Todd,Himself-Travis Van Winkle,Herself-Deborah Voorhees,Himself-Dick Wieand,Himself-Larry Zerner,Himself-Joseph Zito",Daniel Farrands,"mass murder,murder,director,horror movie,jason vorhees,tv documentary,censorship,film production",,,,13.378509294631243
15068,15068,15068,15068,False,,0,"Thriller,Mystery",,69872,tt0069421,Italian,Il tuo vizio è una stanza chiusa e solo io ne ho la chiave,"Oliviero is a burned-out writer, living at his estate near Venice, his dead mother dominating his imagination. He is also a degenerate: sleeps with his maid and his ex-student, hosts Bacchanalia for local hippies, and humiliates his wife Irina in front of strangers. She lives in terror. When a young woman is murdered, police suspect Oliviero. Things get complicated when his young, beautiful, and self-confident niece, Floriana, pays an unexpected visit. A silver-haired stranger observes. More women die, and thoughts of harming Irina give Oliviero new inspiration. What's Floriana's game and who's the observant stranger? Watching all is a black cat named Satan.",2.095122,http://img.omdbapi.com/?i=tt0069421&h=600&apikey=f3f2af9c,Lea_Film,Italy,1972-08-04,0.0,96.0,Italiano,Released,,Your Vice is a Locked Room and Only I Have the Key,False,6.5,21.0,1972,"Floriana-Edwige Fenech,Irina Rouvigny-Anita Strindberg,Oliviero Rouvigny-Luigi Pistilli,Walter-Ivan Rassimov,Inspector-Franco Nebbia,Dario-Riccardo Salvino,Brenda-Angela La Vorgna,Hooker-Enrica Bonaccorti,Fausta-Daniela Giordano,Bordello Owner-Ermelinda De Felice,Libraio-Marco Mariani,Mrs. Molinar-Nerina Montagnani",Sergio Martino,"sex,italian,nudity,horror,murder,giallo,violence,degenerate",,,,13.378509294631243
20648,20648,20648,20648,False,,0,Comedy,,143796,tt0207145,French,Tant qu'on a la santé,"This anthology film from Étaix’s peak period presents four comic episodes with an accent on the pitfalls of modern life: (1) a scary vampire novel keeps a man awake, (2) a moviegoer’s attempts to find a seat give way to an onslaught of absurd ads, (3) noise and pollution send a man to the doctor’s, (4) a hunter disrupts a rural idyll. In French with English subtitles. (Martin Rubin, Gene Siskel Film Center)",0.436688,http://img.omdbapi.com/?i=tt0207145&h=600&apikey=f3f2af9c,"CAPAC,Les_Films_de_la_Colombe",France,1966-02-25,0.0,64.0,Français,Released,,As Long as You've Got Your Health,False,6.3,4.0,1966,"Pierre-Pierre Étaix,-Denise Péronne,-Simone Fonder,-Sabine Sun",Pierre Étaix,"hunter,cinema,vampire,fence",,,,13.378509294631243
19356,19356,19356,19356,False,In_the_Name_of_the_King_Collection,4500000,"Adventure,Fantasy,Drama,Action",,80410,tt1767319,English,In the Name of the King 2: Two Worlds,"Granger, an ex-Special Forces soldier gets thrown back to medieval times to fulfill an ancient prophecy. Venturing through the now war torn Kingdom of Ehb, he teams up with an unlikely band of allies with the goal of slaying the leader of the ""Dark Ones"". Fighting against all odds, they must free the land from the grasp of the evil tyrant Raven and save the world.",4.515396,http://img.omdbapi.com/?i=tt1767319&h=600&apikey=f3f2af9c,,"Germany,Canada",2011-11-03,0.0,96.0,English,Released,Fight to the End,In the Name of the King 2: Two Worlds,False,4.1,42.0,2011,"Granger-Dolph Lundgren,The King / Raven-Lochlyn Munro,Manhatten-Natassia Malthe,Allard-Aleks Paunovic,Holy Mother-Christina Jastrzembska,Elianna-Natalia Guslistaya,Seer-Elisabeth Rosen,Thane-Michael Adamthwaite,Young Woman-Michaela Mann,Pudgy Dark One-Noah Beggs,Dunyana-Heather Doerksen,Dark One Soldier-Michael Teigen,Soldier #1-Mike Antonakos,Soldier #2-Adam Bloch,Soldier #3-Reese Alexander,Court Announcer-Sean Campbell,Soldier-Christopher Rosamond,Dark One Actor-Jamie Switch,King's Servant-Alexandra Robinson",Uwe Boll,"prophecy,forest,based on video game,medieval,sword and sorcery",,,,13.378509294631243
12384,12384,12384,12384,False,In_the_Name_of_the_King_Collection,60000000,"Adventure,Fantasy,Action,Drama",http://www.inthenameoftheking.com/,2312,tt0460780,English,In the Name of the King: A Dungeon Siege Tale,"A man named Farmer sets out to rescue his kidnapped wife and avenge the death of his son -- two acts committed by the Krugs, a race of animal-warriors who are controlled by the evil Gallian.",6.502566,http://img.omdbapi.com/?i=tt0460780&h=600&apikey=f3f2af9c,"Boll_Kino_Beteiligungs_GmbH_&_Co._KG,Brightlight_Pictures,Herold_Productions","Canada,Germany,United_States_of_America",2007-11-29,0.0,127.0,English,Released,Rise and fight,In the Name of the King: A Dungeon Siege Tale,False,4.1,227.0,2007,"Farmer-Jason Statham,Merick-John Rhys-Davies,Gallian-Ray Liotta,Muriella-Leelee Sobieski,King Konreid-Burt Reynolds,Norick-Ron Perlman,Tarish-Brian J. White,Elora-Kristanna Loken,Duke Fallow-Matthew Lillard,Solana-Claire Forlani,General Backler-Mike Dopud,Talwyn-Tania Saulnier,Delinda-Gabrielle Rose,Trumaine-Terence Kelly,Crying Woman-Carrie Fleming,Handmaiden-Eva Padberg,Bastian-Will Sanderson,Caravan Slave #1-Jacqueline Ann Steuart,Caravan Slave #2-Travis MacDonald",Uwe Boll,"fictional place,monster,loss of family,new love,hero,love of one's life,magic,fairy tale,villain,kingdom,enchantment,bad power,son,heir to the throne,motherly love,wizardry,revenge,royalty,family,based on video game,medieval",2312.0,90830.0,1890.0,12.72589870097525
25978,25978,25978,25978,False,,0,,,127150,tt0452632,English,How to Eat Your Watermelon in White Company (and Enjoy It),"Feature-length documentary on renegade filmmaker, novelist, musician and theater impresario, Melvin Van Peebles.",0.050135,http://img.omdbapi.com/?i=tt0452632&h=600&apikey=f3f2af9c,,,2005-01-01,0.0,0.0,,Released,,How to Eat Your Watermelon in White Company (and Enjoy It),False,0.0,0.0,2005,"-Marva Allen,-Emanuel Azenberg,-Spike Lee,-Melvin Van Peebles",Joe Angio,,127150.0,4209900.0,319071.0,12.72589870097525
28184,28184,28184,28184,False,,5000,Documentary,,183910,tt2395133,English,Adjust Your Tracking: The Untold Story of the VHS Collector,A documentary capturing the modern day VHS culture and VHS collectors.,0.621925,http://img.omdbapi.com/?i=tt2395133&h=600&apikey=f3f2af9c,"VHShitfest,Romark_Entertainment",United_States_of_America,2013-04-05,0.0,84.0,English,Released,,Adjust Your Tracking: The Untold Story of the VHS Collector,False,7.6,9.0,2013,"Himself-Lloyd Kaufman,Himself-Samuel M. Sherman,Himself-Anthony Timpone,Himself-Bradley Creanzo,Himself-Gary P. Cohen,Himself-Michael Herz,Himself-Blair Hoyle,Himself-Manny Serrano,Himself-Tim Ferrante,Himself-Fred Vogel",Dan M. Kinem,"collector,documentary,vhs,home video,movies,vhs tape",,,,12.160331478619012
14896,14896,14896,14896,False,,0,Drama,,12169,tt0926759,French,Le Premier Jour du reste de ta vie,A sprawling drama centered on five key days in a family's life.,6.173752,http://img.omdbapi.com/?i=tt0926759&h=600&apikey=f3f2af9c,"StudioCanal,Canal+,TPS_Star,Mandarin_Films,France_2_Cinéma",France,2008-07-23,0.0,114.0,Français,Released,,The First Day of the Rest of Your Life,False,7.5,139.0,2008,"Robert-Jacques Gamblin,Marie-Jeanne-Zabou Breitman,Fleur-Déborah François,Raphaël-Marc-André Grondin,Albert-Pio Marmaï,Pierre-Roger Dumas,Prune-Cécile Cassel,Éric-Stanley Weber,Clara-Sarah Cohen-Hadria,Moïra-Camille De Pazzis,Sacha-Aymeric Cormerais,Mathias Moreau-Jean-Jacques Vanier,Philippe-Philippe Lefebvre,Le docteur Marcaurel-François-Xavier Demaison,Le rasta blanc-Gilles Lellouche,La maîtresse du chien-Françoise Brion,Fleur 10 ans-Nina Rodriguez,Albert 12 ans-Simon Cohen,Raphaël (young)-Raphaël Bouvet,La prof de biolo-Ophélie Koering,L'organisateur du concert-Jean-Louis Frémont",Rémi Bezançon,"diary,marriage,wine,student of medicine,car crash,family,family feud",,,,11.664033394405068
62,62,62,62,False,,0,Comedy,,10607,tt0116126,English,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,"When Ashtray (Shawn Wayans) moves to South Central L.A. to live with his father (who appears to be the same age he is) and grandmother (who likes to talk tough and smoke reefer), he falls in with his gang-banging cousin Loc Dog (Marlon Wayans), who along with the requisite pistols and Uzi carries a thermo-nuclear warhead for self-defense. Will Ashtray be able to keep living the straight life?",11.700115,http://img.omdbapi.com/?i=tt0116126&h=600&apikey=f3f2af9c,"Miramax_Films,Island_Pictures,Ivory_Way_Productions",United_States_of_America,1996-01-12,0.0,89.0,"English,Español",Released,"Finally, the movie that proves that Justice isn't always Poetic, Jungle Fever isn't always pretty, and Higher Learning can be a waste of time.",Don't Be a Menace to South Central While Drinking Your Juice in the Hood,False,6.2,192.0,1996,"Ashtray-Shawn Wayans,Loc Dog-Marlon Wayans,Dashiki-Tracey Cherelle Jones,Preach-Chris Spencer,Ashtray's Mother-Vivica A. Fox,Sister Williams-Rappin' Granny,Crazy Legs-Suli McCullough,Officer Self Hatred-Bernie Mac,Rufus-Faizon Love,Mailman-Keenen Ivory Wayans,Mrs. Johnson-Kim Wayans,Loc Dog's Grandma-Helen Martin,Loc Dog's Mom-Virginia Watson,Toothpick-Darrel Heath",Paris Barclay,"date,slang,hip-hop,cousin,parody,hood,gang,social satire,racism,gangster",,,,11.664033394405065
41150,41150,41150,41150,False,,0,Drama,https://www.facebook.com/endgamemovie,376651,tt2941396,English,Endgame,"Since he was 5 yrs old, Jose's abuelita taught him to play chess like his grandfather who was a champion in Mexico. Now as part of the Brownsville school team, Jose has the chance to use his skills and for once in his life, finds himself in the spotlight, as he tries to help his team make it to the Texas state finals. As their coach, Mr. Alvarado, teaches his students the meaning of perseverance and team effort in the face of adversity, Jose discovers his own strengths and uses them to bring his broken family together.",0.211327,http://img.omdbapi.com/?i=tt2941396&h=600&apikey=f3f2af9c,"Sparkhope_Productions,Avila_Entertainment,Late_Bloomer_Productions",United_States_of_America,2015-09-25,0.0,90.0,English,Released,,Endgame,False,5.8,4.0,2015,"Jose-Rico Rodriguez,Mr. Alvarado-Efren Ramirez,Coach Stevens-Valente Rodriguez,Abuelita-Ivonne Coll,Principal Thomas-Jon Gries,Karla-Justina Machado,Checkmate Coach-Noel Elim Rivera,Sandy-Cassie Brennan,Immigration and Customs Enforcement (ICE) Agent-Rene Rhi,Immigration and Customs Enforcement (ICE) Agent-José D. Cantú,Peter-Ivan Cisneros,Teammate 2-Hector Filizola,Jacob-John Flores,Brownsville Brainiacs-Samuel Garcia,Miguel-Xavier Gonzalez,Dani-Alina Herrera,Brownsville Brainiacs-Lucy Lopez,Paul-Rodrigo Macouzet,Suzie-Alesia Orta,Teammate 1-Dimitri Agado,Jim Tharpe - Tournament Director-Glynn Praesel,Janitor-Froylan Reyes Jr.,Brownsville Brainiac-Edgar Santoyo,Brownsville Brainiac-Ricardo Santoyo,Brownsville Brainiacs-Golbanoo Setayesh,Brownsville Brainiacs-Priya Trakru,Match Supervisor-Eric A. Vera,Security Officer-Michael Vera,Last Year's Champ-Daniel Wolfe",Carmen Marron,"chess,biography,based on true story,chess tournament,woman director,broken family,family approved",,,,0.0
41478,41478,41478,41478,False,,0,"Comedy,Crime,Drama",,189888,tt0080412,English,The Baltimore Bullet,A tale of two hustlers trying to set up a big game.,0.706101,http://img.omdbapi.com/?i=tt0080412&h=600&apikey=f3f2af9c,Filmfair_Communications,United_States_of_America,1980-03-31,0.0,103.0,English,Released,Hide your women. Lock up your cash. Billie Joe & the Baltimore Bullet are on their way!,The Baltimore Bullet,False,6.0,2.0,1980,"Nick Casey-James Coburn,The Deacon-Omar Sharif,Billie Joe Robbins-Bruce Boxleitner,Valene Burns-Ronee Blakley,Max-Jack O'Halloran,Snow White-Calvin Lockhart,Waitress-Joyce Mandel,Sugar-Cisse Cameron",Robert Ellis Miller,"hustler,pool hall,tournament,snooker",,,,0.0
43837,43837,43837,43837,False,,0,"Action,Drama",,112708,tt0139091,English,Cage II,"After being tricked into thinking his best friend, and caretaker is dead, Vietnam Vet, and mentally disabled person has no other choice but to enter The Arena Of Death!",1.155263,http://img.omdbapi.com/?i=tt0139091&h=600&apikey=f3f2af9c,,,1994-12-14,0.0,106.0,English,Released,No rules. No limits. No mercy!,Cage II: The Arena of Death,False,2.0,1.0,1994,"Billy-Lou Ferrigno,Scott-Reb Brown,Mi Lo-Shannon Lee,Tin Lum Yin-James Shigeta,Dr. Wo-Gerald Okamura,Chin-James Lew,Spike Duval-Deron McBee,Billy Woo-Craig Ng,Mr. Chow-Steven Ito,Tanaka-Leo Fong,Elegant Lady-Barbara Dow,Black Hand Leader-Frankie Avina,Ambulance Driver-Mike Jacobs Jr.",Lang Elliott,"cage fighting,tournament",,,,0.0
46423,46423,46423,46423,False,,0,"Comedy,Foreign",,70573,tt0121922,Unknown_language_[cn],最佳女婿,"Playboy Hong Kong Barber Happy Chan opens a fashionable new salon, right next to an old-fashioned Shanhainese barber shop. Its owner, Chuk, is furious at this development and starts a quarrel with Chan and his colleagues during the opening ceremony of his new venture Chuk's pretty daughter, Ying, is forced to keep the peace. Chan and his friends all attempt to woo Ying, but end up getting drunk and falling asleep in her bedroom. Later, Ying discovers that she is pregnant but no one can remember which of the trio did the deed. Chan and his friends endeavor to do the right thing, banding together during her pregnancy until the true identity of the father can be determined. When the baby is born its discovered all the prospective fathers have the same blood type and confusion reigns anew.",0.177579,http://img.omdbapi.com/?i=tt0121922&h=600&apikey=f3f2af9c,,,1988-12-17,0.0,0.0,,Released,,Faithfully Yours,False,4.3,2.0,1988,"Happy Chan-Jacky Cheung,Ki Ho-Yan-Max Mok Siu-Chung,Puddin Lai-Stephen Chow,Ying-Sharla Cheung Man,Chuk Tai-Chung-Richard Ng,Ying's mother-Lydia Shum,Ying's godfather-Teddy Yip Wing-Cho,Ah Fook-Sing Yan,Rich taxi driver-Mak Hiu-Wai",Wong Wa-Kei,,,,,0.0
40665,40665,40665,40665,False,,0,,,150871,tt0280377,English,"10,000 Black Men Named George","In the 1920s, the rights of American workers to join a labor union was still considered an open question, and African-Americans were routinely denied their civil and economic rights.  10,000 Black Men Named George, the title, refers to the fact Pullman porters were often called ""George"" by white passengers, which was considered a racial slur.",0.002359,http://img.omdbapi.com/?i=tt0280377&h=600&apikey=f3f2af9c,,,2002-02-24,0.0,90.0,,Released,,"10,000 Black Men Named George",False,0.0,0.0,2002,,,,,,,0.0
36668,36668,36668,36668,False,,0,"Mystery,Crime,Drama,Thriller",,42690,tt0061568,French,Diaboliquement vôtre,"Alain Delon stars as Pierre, an amnesiac recovering from a car accident. He can't remember any details about the accident or about his past life as a wealthy businessman based in the orient. He is currently being nursed back to health on his palatial estate in the french countryside by his beautiful wife, Christiane (Senta Berger), the family doctor (Sergio Fantoni), and a manservant named Kim (Peter Mosbacher).Paranoia rapidly sets in as he begins to suspect Christiane is not really his wife and that he is the victim of a sinister plot.",0.457716,http://img.omdbapi.com/?i=tt0061568&h=600&apikey=f3f2af9c,,"Italy,France,Germany",1967-12-22,0.0,93.0,"Français,Deutsch",Released,,Diabolically Yours,False,7.1,4.0,1967,"Pierre Lagrange a.k.a. Georges Campo-Alain Delon,Christiane-Senta Berger,Fréderic Launay-Sergio Fantoni,le décorateur-Claude Piéplu,Kiem-Peter Mosbacher,le médecin-Albert Augier,l'infirmière-Renate Birgo,le brigadier-Georges Montant,le barman-Albert Domergue",Julien Duvivier,,,,,0.0
36667,36667,36667,36667,False,,0,"Mystery,Crime,Drama,Thriller",,42690,tt0061568,French,Diaboliquement vôtre,"Alain Delon stars as Pierre, an amnesiac recovering from a car accident. He can't remember any details about the accident or about his past life as a wealthy businessman based in the orient. He is currently being nursed back to health on his palatial estate in the french countryside by his beautiful wife, Christiane (Senta Berger), the family doctor (Sergio Fantoni), and a manservant named Kim (Peter Mosbacher).Paranoia rapidly sets in as he begins to suspect Christiane is not really his wife and that he is the victim of a sinister plot.",0.457716,http://img.omdbapi.com/?i=tt0061568&h=600&apikey=f3f2af9c,,"Italy,France,Germany",1967-12-22,0.0,93.0,"Français,Deutsch",Released,,Diabolically Yours,False,7.1,4.0,1967,"Pierre Lagrange a.k.a. Georges Campo-Alain Delon,Christiane-Senta Berger,Fréderic Launay-Sergio Fantoni,le décorateur-Claude Piéplu,Kiem-Peter Mosbacher,le médecin-Albert Augier,l'infirmière-Renate Birgo,le brigadier-Georges Montant,le barman-Albert Domergue",Julien Duvivier,,,,,0.0
